country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Jamaica,0.729,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.704,0.704,0.704,0.704,0.704,0.704,0.729,0.729,0.729,0.729,0.705,0.705,0.705,0.705,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.719,0.719,0.719,0.724,0.724,0.724,0.698,0.698,0.698,0.695,0.651,0.63
Japan,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.768,0.763,0.763,0.763,0.768,0.768,0.768,0.768,0.763,0.763,0.763,0.768,0.768,0.768,0.758,0.758,0.758,0.758,0.768,0.768,0.768,0.768,0.768,0.804,0.804,0.804,0.804,0.799,0.853,0.853,0.832,0.832,0.877,0.739,0.739,0.723,0.703
Jordan,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.392,0.369,0.369,0.424,0.445,0.445,0.445,0.445,0.445,0.445,0.445,0.402,0.402,0.402,0.445,0.445,0.445,0.445,0.445,0.445,0.422,0.445,0.445,0.445,0.457,0.457,0.457,0.457,0.457,0.46
Kazakhstan,,,,,,,,,,,,,,,,,0.417,0.422,0.435,0.432,0.432,0.427,0.427,0.41,0.404,0.404,0.404,0.383,0.357,0.357,0.351,0.357,0.352,0.352,0.352,0.33,0.33,0.327,0.327,0.327,0.322,0.327,0.327,0.327
Kenya,0.238,0.238,0.238,0.238,0.255,0.255,0.255,0.189,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.195,0.259,0.472,0.477,0.477,0.477,0.477,0.517,0.517,0.517,0.517,0.517,0.576,0.576,0.576,0.576,0.576,0.555,0.555,0.555,0.587,0.587,0.587,0.653,0.653,0.653,0.642,0.617,0.543
Kuwait,0.184,0.11,0.11,0.11,0.11,0.11,0.184,0.184,0.184,0.184,0.184,0.11,0.11,0.11,0.11,0.147,0.146,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.257,0.257
Kyrgyz Republic,,,,,,,,,,,,,,,,,0.282,0.372,0.365,0.365,0.367,0.367,0.367,0.367,0.367,0.417,0.417,0.417,0.417,0.417,0.416,0.416,0.429,0.429,0.429,0.535,0.527,0.527,0.535,0.535,0.538,0.532,0.509,0.511
Lao,0.284,0.0977,0.0977,0.0977,0.0977,0.0977,0.0977,0.0977,0.0977,0.0977,0.0977,0.0977,0.0977,0.0977,0.127,0.127,0.127,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.133,0.163
Latvia,,,,,,,,,,,,,,,,,0.536,0.705,0.7,0.7,0.705,0.705,0.705,0.71,0.71,0.71,0.71,0.7,0.7,0.7,0.7,0.715,0.715,0.715,0.715,0.715,0.72,0.72,0.7,0.696,0.696,0.704,0.693,0.683
Lebanon,0.591,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.509,0.509,0.507,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.53,0.53,0.518,0.518,0.528,0.537,0.581,0.579,0.588,0.582,0.582,0.582,0.578,0.575,0.575,0.567,0.567,0.556,0.556
Lesotho,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.238,0.238,0.238,0.238,0.266,0.266,0.266,0.513,0.513,0.481,0.481,0.481,0.555,0.48,0.48,0.48,0.543,0.543,0.543,0.543,0.543,0.54,0.54,0.54,0.54,0.54,0.566,0.623,0.623,0.619,0.619,0.619,0.619
Liberia,0.243,0.243,0.243,0.243,0.243,0.197,0.206,0.206,0.206,0.281,0.389,0.389,0.389,0.374,0.355,0.335,0.361,0.361,0.361,0.361,0.361,0.361,0.461,0.461,0.461,0.461,0.455,0.455,0.404,0.457,0.497,0.595,0.595,0.595,0.587,0.587,0.591,0.591,0.613,0.613,0.613,0.613,0.628,0.628
Libya,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.398,0.548,0.493,0.413,0.439,0.439,0.439,0.413
Lithuania,,,,,,,,,,,,,,,,,0.706,0.732,0.732,0.732,0.732,0.728,0.728,0.728,0.728,0.732,0.732,0.732,0.728,0.728,0.728,0.728,0.728,0.742,0.721,0.721,0.721,0.759,0.717,0.682,0.682,0.699,0.699,0.699
Madagascar,0.257,0.277,0.263,0.258,0.258,0.258,0.258,0.268,0.263,0.263,0.263,0.263,0.288,0.288,0.288,0.319,0.317,0.454,0.479,0.675,0.675,0.706,0.706,0.706,0.706,0.706,0.675,0.632,0.632,0.632,0.632,0.628,0.628,0.628,0.512,0.482,0.508,0.508,0.616,0.589,0.598,0.598,0.586,0.606
Malawi,0.0777,0.0777,0.0777,0.0703,0.0703,0.0703,0.0703,0.0703,0.0703,0.0703,0.0703,0.0703,0.0703,0.0703,0.0703,0.0703,0.0703,0.162,0.326,0.629,0.629,0.629,0.629,0.629,0.622,0.622,0.622,0.622,0.622,0.631,0.608,0.608,0.608,0.608,0.617,0.613,0.613,0.613,0.64,0.64,0.64,0.64,0.622,0.556
Malaysia,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.492,0.492,0.492,0.492,0.492,0.486,0.486,0.486,0.486,0.489,0.54
Mali,0.101,0.101,0.0916,0.0916,0.136,0.136,0.136,0.148,0.148,0.148,0.136,0.136,0.136,0.142,0.142,0.142,0.294,0.58,0.58,0.58,0.58,0.58,0.524,0.524,0.524,0.524,0.524,0.622,0.622,0.622,0.622,0.622,0.596,0.596,0.596,0.596,0.596,0.581,0.609,0.609,0.609,0.609,0.611,0.625
Mauritania,0.162,0.162,0.162,0.135,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.241,0.404,0.421,0.435,0.441,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.42,0.42,0.4,0.436,0.471,0.423,0.472,0.472,0.446,0.446,0.41,0.417,0.417,0.417,0.399,0.405
Mauritius,0.726,0.732,0.732,0.732,0.732,0.732,0.732,0.764,0.764,0.764,0.764,0.764,0.756,0.756,0.756,0.756,0.764,0.764,0.764,0.764,0.764,0.764,0.764,0.764,0.764,0.764,0.764,0.764,0.764,0.764,0.764,0.764,0.764,0.764,0.764,0.772,0.772,0.772,0.741,0.735,0.735,0.735,0.735,0.735
Mexico,0.378,0.378,0.412,0.473,0.476,0.481,0.495,0.507,0.507,0.507,0.507,0.507,0.52,0.531,0.541,0.551,0.544,0.544,0.544,0.555,0.555,0.555,0.606,0.606,0.581,0.606,0.606,0.606,0.604,0.604,0.604,0.606,0.606,0.597,0.597,0.611,0.611,0.611,0.571,0.571,0.582,0.582,0.595,0.58
Moldova,,,,,,,,,,,,,,,,,0.502,0.56,0.56,0.641,0.641,0.632,0.632,0.641,0.641,0.641,0.547,0.547,0.547,0.547,0.562,0.562,0.562,0.562,0.624,0.683,0.661,0.637,0.618,0.547,0.534,0.592,0.592,0.561
Mongolia,0.162,0.162,0.162,0.162,0.162,0.162,0.167,0.167,0.167,0.167,0.167,0.162,0.162,0.162,0.162,0.423,0.508,0.673,0.673,0.673,0.673,0.693,0.693,0.693,0.693,0.691,0.691,0.691,0.691,0.703,0.672,0.716,0.716,0.712,0.712,0.712,0.719,0.723,0.716,0.716,0.674,0.67,0.658,0.658
Morocco,0.421,0.421,0.478,0.478,0.478,0.478,0.478,0.478,0.454,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.459,0.469,0.458,0.465,0.462,0.465,0.465,0.479,0.479,0.49,0.512,0.512,0.512
Mozambique,0.0949,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.267,0.338,0.371,0.507,0.585,0.585,0.585,0.585,0.585,0.58,0.58,0.58,0.58,0.58,0.606,0.606,0.606,0.606,0.606,0.576,0.559,0.524,0.524,0.57,0.587,0.596,0.604,0.611,0.613
Myanmar,0.0864,0.0864,0.0864,0.0864,0.0864,0.0864,0.0864,0.0864,0.0864,0.0864,0.0864,0.0864,0.0864,0.281,0.343,0.357,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.319,0.372,0.419,0.425,0.492,0.492,0.527,0.504,0.504,0.48
Namibia,,,,,,,,,,,,,,,,0.678,0.678,0.678,0.678,0.682,0.682,0.682,0.682,0.682,0.682,0.677,0.674,0.674,0.688,0.688,0.688,0.688,0.688,0.688,0.641,0.666,0.666,0.666,0.653,0.664,0.66,0.66,0.627,0.603
Nepal,0.0797,0.0797,0.0797,0.0797,0.0797,0.0797,0.169,0.169,0.169,0.169,0.169,0.169,0.169,0.169,0.169,0.313,0.581,0.621,0.621,0.621,0.589,0.589,0.564,0.564,0.615,0.615,0.612,0.473,0.466,0.466,0.466,0.511,0.635,0.674,0.654,0.654,0.654,0.611,0.67,0.648,0.679,0.679,0.726,0.726
Netherlands,0.762,0.762,0.755,0.755,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.76,0.758,0.766,0.766,0.766,0.762,0.762,0.762,0.762,0.782,0.782,0.782,0.782,0.776,0.776,0.776,0.786,0.786,0.772,0.772,0.715,0.715
New Zealand,0.778,0.778,0.778,0.778,0.778,0.778,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.788,0.788,0.788,0.784,0.784,0.784,0.784,0.784,0.784,0.797,0.797,0.797,0.803,0.803,0.803,0.811,0.811,0.811,0.792,0.792,0.792,0.797,0.71
Nicaragua,0.286,0.286,0.286,0.286,0.273,0.387,0.378,0.378,0.399,0.483,0.483,0.483,0.483,0.483,0.483,0.645,0.689,0.689,0.689,0.689,0.689,0.689,0.689,0.689,0.656,0.62,0.62,0.62,0.62,0.62,0.62,0.603,0.569,0.557,0.557,0.557,0.537,0.537,0.474,0.474,0.474,0.44,0.418,0.386
Niger,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.211,0.352,0.452,0.458,0.513,0.513,0.533,0.503,0.503,0.503,0.433,0.615,0.615,0.615,0.615,0.617,0.617,0.617,0.617,0.617,0.543,0.584,0.626,0.604,0.588,0.588,0.588,0.606,0.625,0.606
Nigeria,0.323,0.323,0.346,0.445,0.57,0.57,0.57,0.57,0.527,0.323,0.323,0.323,0.323,0.323,0.373,0.373,0.373,0.419,0.382,0.326,0.352,0.352,0.376,0.478,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.504,0.504,0.504,0.484,0.479,0.479,0.463,0.463,0.531,0.58,0.601,0.598
North Korea,0.127,0.127,0.119,0.119,0.119,0.119,0.119,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.114,0.114,0.114,0.114,0.114,0.127,0.127,0.127,0.127,0.127,0.127,0.119,0.119,0.119,0.0968,0.0968,0.0968,0.0968,0.0968,0.126,0.126
North Macedonia,,,,,,,,,,,,,,,,,0.515,0.529,0.538,0.574,0.574,0.574,0.586,0.611,0.611,0.611,0.6,0.6,0.633,0.633,0.633,0.63,0.608,0.569,0.569,0.581,0.564,0.592,0.55,0.586,0.586,0.571,0.604,0.606
Norway,0.755,0.755,0.755,0.755,0.755,0.755,0.759,0.759,0.759,0.759,0.755,0.755,0.755,0.755,0.759,0.759,0.759,0.759,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.785,0.785,0.785,0.785,0.678,0.678,0.686,0.686,0.678,0.659
Oman,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.134,0.134,0.175,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.171,0.171
Pakistan,0.386,0.386,0.39,0.195,0.195,0.195,0.195,0.195,0.195,0.195,0.267,0.299,0.299,0.399,0.509,0.496,0.496,0.496,0.507,0.507,0.507,0.507,0.509,0.498,0.427,0.355,0.355,0.397,0.464,0.492,0.492,0.492,0.511,0.531,0.519,0.519,0.519,0.519,0.592,0.604,0.582,0.582,0.582,0.565
Panama,0.13,0.13,0.13,0.163,0.243,0.309,0.293,0.293,0.332,0.378,0.378,0.378,0.356,0.356,0.455,0.597,0.639,0.639,0.639,0.669,0.669,0.669,0.669,0.667,0.667,0.739,0.739,0.739,0.739,0.755,0.755,0.755,0.755,0.755,0.77,0.77,0.77,0.77,0.725,0.725,0.725,0.725,0.7,0.712
Papua New Guinea,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.438,0.43,0.43,0.43,0.43,0.43,0.449,0.449,0.449,0.449,0.449,0.449,0.449,0.449,0.505,0.505,0.505,0.5
Paraguay,0.344,0.344,0.334,0.339,0.339,0.339,0.339,0.339,0.344,0.344,0.344,0.344,0.344,0.344,0.41,0.546,0.56,0.584,0.615,0.615,0.615,0.615,0.615,0.588,0.588,0.588,0.588,0.588,0.615,0.615,0.615,0.615,0.615,0.619,0.63,0.63,0.63,0.619,0.602,0.602,0.602,0.633,0.633,0.6
Peru,0.246,0.246,0.246,0.541,0.596,0.667,0.667,0.667,0.667,0.667,0.663,0.663,0.663,0.663,0.663,0.654,0.654,0.517,0.448,0.448,0.481,0.481,0.481,0.481,0.481,0.507,0.65,0.65,0.65,0.65,0.65,0.66,0.66,0.66,0.66,0.684,0.684,0.684,0.629,0.629,0.606,0.583,0.583,0.579
Philippines,0.205,0.205,0.239,0.273,0.254,0.254,0.281,0.302,0.32,0.337,0.337,0.425,0.498,0.498,0.498,0.498,0.498,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.532,0.532,0.532,0.572,0.572,0.572,0.583,0.583,0.558,0.545,0.536,0.536
Poland,0.195,0.195,0.195,0.195,0.195,0.22,0.195,0.195,0.195,0.195,0.2,0.2,0.225,0.225,0.39,0.71,0.717,0.717,0.717,0.717,0.713,0.713,0.71,0.71,0.71,0.706,0.706,0.73,0.73,0.73,0.749,0.749,0.749,0.749,0.749,0.764,0.771,0.771,0.745,0.745,0.733,0.714,0.686,0.677
Portugal,0.606,0.695,0.706,0.706,0.736,0.715,0.715,0.715,0.73,0.73,0.736,0.708,0.711,0.711,0.711,0.711,0.708,0.708,0.708,0.708,0.736,0.736,0.736,0.736,0.725,0.725,0.725,0.73,0.73,0.73,0.819,0.819,0.819,0.819,0.808,0.808,0.786,0.786,0.734,0.734,0.751,0.738,0.751,0.705
Qatar,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707
Romania,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.106,0.588,0.588,0.63,0.616,0.616,0.616,0.606,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.571,0.571,0.571,0.571,0.571,0.607,0.603,0.629,0.661,0.649,0.615
Russia,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.14,0.203,0.361,0.385,0.461,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.474,0.444,0.413,0.408,0.408,0.408,0.416,0.408,0.408,0.408,0.408,0.408,0.403,0.41,0.41,0.41,0.416,0.416,0.404
Rwanda,0.0256,0.0673,0.0673,0.0864,0.0761,0.0761,0.0761,0.0761,0.0761,0.0761,0.0761,0.0761,0.0761,0.0761,0.0761,0.0622,0.292,0.379,0.385,0.332,0.257,0.257,0.257,0.257,0.257,0.281,0.281,0.281,0.322,0.322,0.322,0.322,0.322,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.31,0.325,0.314
Saudi Arabia,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468,0.0468
Senegal,0.398,0.398,0.398,0.444,0.444,0.444,0.479,0.511,0.554,0.554,0.554,0.554,0.554,0.587,0.587,0.618,0.618,0.618,0.625,0.625,0.625,0.625,0.625,0.618,0.618,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.63,0.63,0.63,0.63,0.63,0.605,0.589,0.589,0.589,0.589,0.601,0.601
Serbia,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.35,0.42,0.484,0.472,0.472,0.472,0.468,0.468,0.468,0.468,0.525,0.682,0.679,0.663,0.663,0.663,0.679,0.693,0.693,0.682,0.595,0.595,0.597,0.606,0.596,0.596,0.593,0.567,0.563
Sierra Leone,0.421,0.398,0.381,0.253,0.241,0.241,0.18,0.183,0.183,0.183,0.183,0.183,0.183,0.183,0.183,0.183,0.219,0.221,0.196,0.253,0.262,0.576,0.449,0.483,0.483,0.483,0.483,0.543,0.543,0.543,0.543,0.543,0.584,0.584,0.584,0.584,0.584,0.59,0.575,0.575,0.575,0.575,0.541,0.588
Singapore,0.455,0.455,0.455,0.455,0.455,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.479,0.479,0.479,0.466,0.466,0.466,0.466,0.479,0.479,0.479,0.496,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.496,0.496,0.477,0.463
Slovak Republic,,,,,,,,,,,,,,,,,,,0.596,0.595,0.595,0.595,0.595,0.757,0.757,0.757,0.757,0.752,0.752,0.763,0.763,0.793,0.802,0.802,0.802,0.806,0.806,0.816,0.777,0.766,0.766,0.766,0.726,0.72
Slovenia,,,,,,,,,,,,,,,,,0.733,0.726,0.726,0.74,0.78,0.776,0.776,0.776,0.776,0.78,0.773,0.79,0.79,0.798,0.798,0.798,0.811,0.811,0.811,0.811,0.821,0.821,0.769,0.763,0.763,0.755,0.755,0.698
Somalia,0.158,0.158,0.158,0.158,0.187,0.187,0.187,0.187,0.187,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.236,0.362,0.362,0.362,0.362,0.362,0.362,0.362,0.362,0.362,0.387,0.387,0.387,0.387,0.417,0.417,0.417,0.417,0.417,0.417,0.404,0.37,0.392,0.392,0.392,0.378,0.395,0.41
South Africa,0.382,0.382,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.423,0.507,0.539,0.55,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.731,0.694,0.694,0.713,0.688,0.681,0.676,0.676,0.668,0.643
South Korea,0.358,0.358,0.358,0.358,0.358,0.353,0.374,0.374,0.374,0.374,0.44,0.44,0.501,0.623,0.623,0.623,0.623,0.623,0.711,0.711,0.711,0.718,0.718,0.718,0.718,0.711,0.711,0.711,0.711,0.711,0.711,0.711,0.718,0.711,0.711,0.711,0.711,0.718,0.706,0.679,0.674,0.668,0.664,0.675
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.352,0.352,0.402,0.402,0.402,0.404,0.389,0.342
Spain,0.193,0.193,0.462,0.652,0.722,0.722,0.722,0.741,0.741,0.741,0.741,0.741,0.741,0.741,0.741,0.741,0.741,0.741,0.746,0.746,0.746,0.746,0.746,0.746,0.746,0.746,0.746,0.746,0.725,0.718,0.718,0.718,0.718,0.741,0.741,0.774,0.793,0.794,0.765,0.765,0.728,0.728,0.704,0.728
Sri Lanka,0.577,0.577,0.577,0.589,0.589,0.589,0.589,0.581,0.555,0.555,0.555,0.555,0.555,0.564,0.564,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.59,0.581,0.572,0.572,0.572,0.59,0.587,0.596,0.601,0.601,0.579,0.557,0.552,0.546,0.564,0.564,0.615,0.607,0.615,0.619
Sudan,0.211,0.211,0.211,0.216,0.25,0.25,0.25,0.225,0.257,0.257,0.405,0.436,0.436,0.436,0.243,0.146,0.146,0.162,0.162,0.162,0.162,0.195,0.195,0.195,0.195,0.253,0.253,0.274,0.274,0.274,0.346,0.346,0.346,0.346,0.346,0.401,0.401,0.383,0.394,0.394,0.399,0.399,0.399,0.415
Sweden,0.805,0.801,0.801,0.801,0.801,0.801,0.801,0.801,0.801,0.801,0.801,0.801,0.801,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.801,0.801,0.801,0.801,0.801,0.801,0.801,0.801,0.819,0.819,0.819,0.819,0.83,0.83,0.83,0.806,0.797,0.762,0.762,0.776,0.764
Switzerland,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.763,0.766,0.782,0.782,0.782,0.789,0.789,0.789,0.789,0.8,0.8,0.777,0.777,0.762,0.738,0.738,0.72
Syria,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.192,0.187,0.187,0.187,0.182,0.182,0.182,0.182,0.187,0.187,0.187,0.187,0.204,0.23,0.228,0.228,0.228,0.228,0.228,0.228
Tajikistan,,,,,,,,,,,,,,,,,0.345,0.428,0.37,0.334,0.334,0.334,0.351,0.366,0.372,0.406,0.406,0.406,0.406,0.406,0.376,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.364,0.364,0.338,0.328,0.328,0.319
Tanzania,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.265,0.265,0.361,0.361,0.361,0.516,0.516,0.516,0.516,0.516,0.512,0.512,0.512,0.512,0.512,0.522,0.522,0.522,0.522,0.522,0.502,0.502,0.502,0.511,0.511,0.539,0.539,0.527,0.548
Thailand,0.439,0.36,0.257,0.285,0.34,0.372,0.422,0.463,0.469,0.469,0.469,0.469,0.469,0.509,0.509,0.529,0.407,0.557,0.575,0.575,0.579,0.579,0.596,0.632,0.632,0.646,0.671,0.651,0.651,0.651,0.63,0.456,0.408,0.497,0.507,0.507,0.617,0.617,0.561,0.318,0.271,0.223,0.219,0.227
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.522,0.522,0.522,0.557,0.574,0.589,0.589,0.589,0.589,0.589,0.607,0.589,0.589,0.599,0.613,0.635,0.63
Togo,0.101,0.101,0.101,0.101,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.357,0.453,0.505,0.505,0.505,0.505,0.505,0.495,0.495,0.495,0.495,0.495,0.5,0.5,0.52,0.52,0.515,0.515,0.515,0.515,0.512,0.512,0.545,0.545,0.545,0.545,0.531,0.471
Trinidad and Tobago,0.596,0.627,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.689,0.689,0.693,0.693,0.693,0.693,0.693,0.693,0.693,0.693,0.693,0.697,0.697,0.718,0.718,0.718,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.722,0.722,0.722,0.696,0.696,0.696,0.685,0.685,0.68,0.68,0.689,0.689
Tunisia,0.266,0.266,0.266,0.266,0.272,0.293,0.323,0.323,0.323,0.323,0.323,0.308,0.299,0.281,0.301,0.301,0.282,0.282,0.297,0.291,0.291,0.291,0.291,0.291,0.34,0.34,0.34,0.357,0.357,0.34,0.357,0.357,0.357,0.357,0.357,0.357,0.604,0.611,0.697,0.688,0.639,0.646,0.647,0.647
Turkey,0.544,0.544,0.544,0.544,0.544,0.386,0.325,0.325,0.476,0.47,0.47,0.47,0.503,0.531,0.531,0.531,0.531,0.536,0.531,0.531,0.534,0.529,0.506,0.527,0.532,0.532,0.528,0.549,0.549,0.559,0.559,0.559,0.577,0.577,0.569,0.595,0.584,0.572,0.581,0.577,0.6,0.522,0.519,0.498
Turkmenistan,,,,,,,,,,,,,,,,,0.126,0.0995,0.0995,0.0995,0.0995,0.0995,0.0995,0.0995,0.0995,0.0995,0.0995,0.0995,0.0995,0.0995,0.0995,0.0995,0.149,0.149,0.149,0.149,0.149,0.194,0.205,0.205,0.205,0.205,0.24,0.24
Uganda,0.0117,0.0117,0.0117,0.0117,0.0335,0.439,0.439,0.439,0.439,0.439,0.352,0.17,0.132,0.132,0.155,0.155,0.155,0.155,0.182,0.176,0.176,0.253,0.253,0.253,0.253,0.253,0.253,0.253,0.253,0.288,0.382,0.474,0.484,0.484,0.484,0.474,0.479,0.479,0.477,0.477,0.477,0.477,0.477,0.488
Ukraine,,,,,,,,,,,,,,,,,0.378,0.493,0.493,0.524,0.577,0.561,0.533,0.58,0.576,0.547,0.547,0.579,0.576,0.597,0.605,0.668,0.668,0.668,0.668,0.547,0.532,0.507,0.52,0.485,0.48,0.489,0.469,0.457
United Arab Emirates,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.0602,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.113,0.113,0.113,0.113
United Kingdom,0.782,0.782,0.782,0.782,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.774,0.911,0.911,0.913,0.913,0.913,0.913,0.92,0.92,0.92,0.92,0.92,1,1,1,0.83,0.83,0.798,0.798,0.735,0.735
